3,8,619,4,,1664.45454545455
3,8,628,4,,
3,8,682,4,,
3,8,685,5,,
3,8,699,5,,
3,8,702,5,,
3,8,703,5,,
3,8,732,3,,
3,8,743,3,,
3,8,757,3,,
3,8,757,3,,
3,8,777,4,,
3,8,799,5,,
3,8,812,5,,
3,8,815,5,,
3,8,816,5,,
3,8,819,5,,
3,8,835,5,,
3,8,836,5,,
3,8,848,5,,
3,8,852,5,,
3,8,857,5,,
3,8,889,5,,
3,8,904,5,,
3,8,933,6,,
3,8,947,6,,
3,8,953,6,,
3,8,956,6,,
3,8,978,6,,
3,8,978,6,,
3,8,982,6,,
3,8,983,6,,
3,8,1002,6,,
3,8,1005,6,,
3,8,1016,8,,
3,8,1022,8,,
3,8,1026,8,,
3,8,1035,8,,
3,8,1041,6,,
3,8,1044,8,,
3,8,1051,8,,
3,8,1055,6,,
3,8,1067,8,,
3,8,1070,4,,
3,8,1078,4,,
3,8,1080,4,,
3,8,1085,8,,
3,8,1094,8,,
3,8,1098,4,,
3,8,1103,8,,
3,8,1107,8,,
3,8,1116,8,,
3,8,1118,6,,
3,8,1126,8,,
3,8,1137,7,,
3,8,1139,7,,
3,8,1139,8,,
3,8,1143,6,,
3,8,1143,8,,
3,8,1147,7,,
3,8,1163,6,,
3,8,1167,7,,
3,8,1190,6,,
3,8,1198,6,,
3,8,1199,8,,
3,8,1217,6,,
3,8,1255,8,,
3,8,1268,8,,
3,8,1269,6,,
3,8,1270,8,,
3,8,1308,6,,
3,8,1390,8,,
3,8,1413,8,,
3,8,1417,9,,
3,8,1426,9,,
3,8,1436,10,,
3,8,1442,10,,
3,8,1449,9,,
3,8,1451,10,,
3,8,1454,10,,
3,8,1463,8,,
3,8,1473,9,,
3,8,1485,8,,
3,8,1507,10,,
3,8,1514,10,,
3,8,1516,10,,
3,8,1518,9,,
3,8,1528,10,,
3,8,1536,10,,
3,8,1540,10,,
3,8,1554,10,,
3,8,1567,10,,
3,8,1572,10,,
3,8,1576,8,,
3,8,1582,10,,
3,8,1592,10,,
3,8,1598,10,,
3,8,1600,10,,
3,8,1602,10,,
3,8,1604,9,,
3,8,1612,9,,
3,8,1666,12,,
3,8,1672,12,,
3,8,1681,12,,
3,8,1684,12,,
3,8,1692,12,,
3,8,1699,12,,
3,8,1702,12,,
3,8,1723,12,,
3,8,1730,11,,
3,8,1758,12,,
3,8,1775,12,,
3,8,1781,11,,
3,8,1807,11,,
3,8,1843,13,,
3,8,1844,13,,
3,8,1848,13,,
3,8,1852,13,,
3,8,1853,13,,
3,8,1870,13,,
3,8,1872,11,,
3,8,1879,11,,
3,8,1918,11,,
3,8,1974,12,,
3,8,1984,12,,
3,8,2013,15,,
3,8,2019,12,,
3,8,2026,14,,
3,8,2036,12,,
3,8,2054,14,,
3,8,2055,14,,
3,8,2062,14,,
3,8,2071,15,,
3,8,2081,14,,
3,8,2083,15,,
3,8,2104,15,,
3,8,2108,14,,
3,8,2108,14,,
3,8,2109,15,,
3,8,2111,14,,
3,8,2179,12,,
3,8,2192,9,,
3,8,2197,17,,
3,8,2198,12,,
3,8,2224,17,,
3,8,2236,17,,
3,8,2241,12,,
3,8,2241,17,,
3,8,2289,12,,
3,8,2291,14,,
3,8,2293,12,,
3,8,2329,12,,
3,8,2334,12,,
3,8,2344,17,,
3,8,2423,17,,
3,8,2460,12,,
3,8,2468,13,,
3,8,2476,13,,
3,8,2497,13,,
3,8,2497,19,,
3,8,2500,19,,
3,8,2501,19,,
3,8,2523,13,,
3,8,2524,19,,
3,8,2647,14,,
3,8,2671,19,,
3,8,2672,15,,
3,8,2745,19,,
3,8,3661,20,,
3,8,3689,20,,
3,8,3694,20,,
3,8,3718,20,,
3,8,4032,20,,
3,8,4347,20,,
3,8,6467,12,,
3,8,6513,12,,
4,8,1328,4,,3531.86160714286
4,8,1331,4,,
4,8,1381,4,,
4,8,1453,4,,
4,8,1468,8,,
4,8,1475,8,,
4,8,1485,6,,
4,8,1490,8,,
4,8,1494,6,,
4,8,1498,8,,
4,8,1500,6,,
4,8,1512,8,,
4,8,1519,6,,
4,8,1525,8,,
4,8,1529,8,,
4,8,1531,6,,
4,8,1534,6,,
4,8,1540,6,,
4,8,1551,6,,
4,8,1553,8,,
4,8,1555,6,,
4,8,1563,6,,
4,8,1604,6,,
4,8,1606,4,,
4,8,1628,6,,
4,8,1628,9,,
4,8,1630,6,,
4,8,1633,6,,
4,8,1635,9,,
4,8,1654,9,,
4,8,1655,6,,
4,8,1656,6,,
4,8,1657,9,,
4,8,1660,6,,
4,8,1666,6,,
4,8,1670,6,,
4,8,1691,9,,
4,8,1692,9,,
4,8,1693,6,,
4,8,1706,6,,
4,8,1706,9,,
4,8,1712,9,,
4,8,1716,6,,
4,8,1719,6,,
4,8,1730,7,,
4,8,1743,7,,
4,8,1754,4,,
4,8,1760,7,,
4,8,1765,6,,
4,8,1769,4,,
4,8,1802,7,,
4,8,1823,6,,
4,8,1842,6,,
4,8,1855,7,,
4,8,1857,6,,
4,8,1925,6,,
4,8,1928,7,,
4,8,1953,6,,
4,8,1957,6,,
4,8,1957,4,,
4,8,1965,6,,
4,8,1981,6,,
4,8,1982,7,,
4,8,1996,6,,
4,8,2008,6,,
4,8,2058,7,,
4,8,2068,7,,
4,8,2100,7,,
4,8,2133,6,,
4,8,2188,7,,
4,8,2189,7,,
4,8,2215,6,,
4,8,2351,7,,
4,8,2446,7,,
4,8,2454,7,,
4,8,2526,9,,
4,8,2560,9,,
4,8,2590,9,,
4,8,2600,7,,
4,8,2608,11,,
4,8,2647,12,,
4,8,2693,9,,
4,8,2711,12,,
4,8,2758,11,,
4,8,2762,9,,
4,8,2843,12,,
4,8,2858,9,,
4,8,2879,11,,
4,8,2889,11,,
4,8,2933,12,,
4,8,3066,10,,
4,8,3122,10,,
4,8,3178,10,,
4,8,3225,10,,
4,8,3238,15,,
4,8,3251,9,,
4,8,3258,9,,
4,8,3304,15,,
4,8,3325,12,,
4,8,3371,12,,
4,8,3392,15,,
4,8,3472,12,,
4,8,3473,12,,
4,8,3480,14,,
4,8,3513,11,,
4,8,3558,14,,
4,8,3577,11,,
4,8,3609,17,,
4,8,3672,15,,
4,8,3675,17,,
4,8,3678,14,,
4,8,3698,14,,
4,8,3729,16,,
4,8,3741,15,,
4,8,3766,20,,
4,8,3827,20,,
4,8,3839,17,,
4,8,3855,15,,
4,8,3859,17,,
4,8,3864,16,,
4,8,3872,20,,
4,8,3894,20,,
4,8,3915,17,,
4,8,3930,11,,
4,8,3946,19,,
4,8,3967,16,,
4,8,3987,17,,
4,8,4019,16,,
4,8,4025,18,,
4,8,4042,18,,
4,8,4077,19,,
4,8,4089,19,,
4,8,4127,18,,
4,8,4130,21,,
4,8,4137,19,,
4,8,4151,21,,
4,8,4156,19,,
4,8,4161,11,,
4,8,4166,16,,
4,8,4176,12,,
4,8,4182,21,,
4,8,4186,21,,
4,8,4190,21,,
4,8,4210,18,,
4,8,4236,18,,
4,8,4298,19,,
4,8,4310,21,,
4,8,4339,18,,
4,8,4367,16,,
4,8,4368,15,,
4,8,4412,12,,
4,8,4519,12,,
4,8,4553,15,,
4,8,4707,25,,
4,8,4718,25,,
4,8,4722,25,,
4,8,4748,25,,
4,8,4760,25,,
4,8,4770,25,,
4,8,4778,12,,
4,8,4810,25,,
4,8,4818,25,,
4,8,4818,25,,
4,8,4818,25,,
4,8,4831,25,,
4,8,4843,25,,
4,8,4854,25,,
4,8,4854,25,,
4,8,4866,25,,
4,8,4873,25,,
4,8,4892,25,,
4,8,4898,14,,
4,8,4903,25,,
4,8,4904,25,,
4,8,4912,25,,
4,8,4914,25,,
4,8,4916,25,,
4,8,4919,18,,
4,8,4927,25,,
4,8,4964,18,,
4,8,4979,18,,
4,8,4993,25,,
4,8,5004,24,,
4,8,5028,18,,
4,8,5031,14,,
4,8,5034,14,,
4,8,5044,24,,
4,8,5065,15,,
4,8,5097,24,,
4,8,5126,14,,
4,8,5167,32,,
4,8,5213,15,,
4,8,5341,24,,
4,8,5344,32,,
4,8,5348,31,,
4,8,5356,31,,
4,8,5418,24,,
4,8,5455,31,,
4,8,5507,31,,
4,8,5542,24,,
4,8,5591,30,,
4,8,5596,31,,
4,8,5631,27,,
4,8,5690,31,,
4,8,5708,31,,
4,8,5724,30,,
4,8,5724,31,,
4,8,5755,31,,
4,8,5757,27,,
4,8,5778,31,,
4,8,5784,30,,
4,8,5799,27,,
4,8,5831,30,,
4,8,5879,31,,
4,8,5885,27,,
4,8,5948,31,,
4,8,5989,30,,
4,8,6104,27,,
4,8,6106,31,,
4,8,6134,31,,
4,8,6174,30,,
4,8,6175,31,,
4,8,6200,31,,
4,8,6751,27,,
